URL,Name,Vorname,Nachname,Nation,Birthday,Alter,geschlecht
https://www.sport.de/ninja-warrior/pe708185/sina-endejann/,Sina Endejann,Sina,Endejann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686347/julia-ernhofer/,Julia Ernhofer,Julia,Ernhofer,Österreich,1995-03-18T00:00:00.000Z,25,w
https://www.sport.de/ninja-warrior/pe686619/giovanni-ertl/,Giovanni Ertl,Giovanni,Ertl,Deutschland,1996-08-21T00:00:00.000Z,24,m
https://www.sport.de/ninja-warrior/pe686624/eren-eski/,Eren Eski,Eren,Eski,Deutschland,1997-02-28T00:00:00.000Z,23,m
https://www.sport.de/ninja-warrior/pe686708/pietro-farsetta/,Pietro Farsetta,Pietro,Farsetta,Italien,1987-07-23T00:00:00.000Z,33,m
https://www.sport.de/ninja-warrior/pe686691/marco-fausser/,Marco Faußer,Marco,Faußer,Deutschland,1985-06-06T00:00:00.000Z,35,m
https://www.sport.de/ninja-warrior/pe708056/andre-fischer/,André Fischer,André,Fischer,Deutschland,1988-10-10T00:00:00.000Z,32,m
https://www.sport.de/ninja-warrior/pe708046/sonja-fischer/,Sonja Fischer,Sonja,Fischer,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708139/davina-fisseler/,Davina Fisseler,Davina,Fisseler,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708208/felix-flieger/,Felix Flieger,Felix,Flieger,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708204/berenger-florence/,Bérenger Florence,Bérenger,Florence,Frankreich,,,m
https://www.sport.de/ninja-warrior/pe708021/john-foerster/,John Förster,John,Förster,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686091/pamela-forster/,Pamela Forster,Pamela,Forster,Österreich,1986-10-10T00:00:00.000Z,34,w
https://www.sport.de/ninja-warrior/pe686703/andrea-forstmayr/,Andrea Forstmayr,Andrea,Forstmayr,Österreich,1985-09-13T00:00:00.000Z,35,w
https://www.sport.de/ninja-warrior/pe708238/lea-fortin/,Lea Fortin,Lea,Fortin,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708075/thomas-franco/,Thomas Franco,Thomas,Franco,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708001/chiara-frank/,Chiara Frank,Chiara,Frank,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686679/philipp-peter-frank/,Philipp Peter Frank,Philipp Peter,Frank,Deutschland,1996-06-18T00:00:00.000Z,24,m
https://www.sport.de/ninja-warrior/pe708036/toni-franzke/,Toni Franzke,Toni,Franzke,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708078/roland-friedrich/,Roland Friedrich,Roland,Friedrich,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708009/simon-friesenecker/,Simon Friesenecker,Simon,Friesenecker,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708149/alexander-frisch/,Alexander Frisch,Alexander,Frisch,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708157/hanjo-fritzsche/,Hanjo Fritzsche,Hanjo,Fritzsche,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708201/christoph-galle/,Christoph Galle,Christoph,Galle,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708230/nele-geis/,Nele Geis,Nele,Geis,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686296/remo-genise/,Remo Genise,Remo,Genise,Italien,1993-03-18T00:00:00.000Z,27,m
https://www.sport.de/ninja-warrior/pe685942/daniel-gerber/,Daniel Gerber,Daniel,Gerber,Deutschland,1996-08-03T00:00:00.000Z,24,m
https://www.sport.de/ninja-warrior/pe708228/bianca-giering/,Bianca Giering,Bianca,Giering,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708217/mario-gimbel/,Mario Gimbel,Mario,Gimbel,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708101/mariusz-gniatkowski-schluesselburg/,Mariusz Gniatkowski-Schlüsselburg,Mariusz,Gniatkowski-Schlüsselburg,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708128/louis-goertz/,Louis Görtz,Louis,Görtz,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708102/stephan-goertz/,Stephan Görtz,Stephan,Görtz,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707964/philipp-goethert/,Philipp Göthert,Philipp,Göthert,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708133/alisa-govzmann/,Alisa Govzmann,Alisa,Govzmann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708160/patrick-grafenauer/,Patrick Grafenauer,Patrick,Grafenauer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe685907/benjamin-grams/,Benjamin Grams,Benjamin,Grams,Deutschland,1992-11-21T00:00:00.000Z,27,m
https://www.sport.de/ninja-warrior/pe686715/bjoern-graul/,Björn Graul,Björn,Graul,Deutschland,1999-08-30T00:00:00.000Z,21,m
https://www.sport.de/ninja-warrior/pe708140/chiara-gremes/,Chiara Gremes,Chiara,Gremes,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708192/sophia-grimm/,Sophia Grimm,Sophia,Grimm,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708059/silvio-grogg/,Silvio Grogg,Silvio,Grogg,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686457/alex-grunwald/,Alex Grunwald,Alex,Grunwald,Deutschland,1989-05-24T00:00:00.000Z,31,m
https://www.sport.de/ninja-warrior/pe686139/tony-guntermann/,Tony Guntermann,Tony,Guntermann,Deutschland,1984-08-22T00:00:00.000Z,36,m
https://www.sport.de/ninja-warrior/pe708094/nico-haedicke/,Nico Hädicke,Nico,Hädicke,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708033/thomas-hafer/,Thomas Hafer,Thomas,Hafer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708093/alexander-haidamak/,Alexander Haidamak,Alexander,Haidamak,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe684374/moritz-hans/,Moritz Hans,Moritz,Hans,Deutschland,1996-02-29T00:00:00.000Z,24,m
https://www.sport.de/ninja-warrior/pe686033/philipp-hans/,Philipp Hans,Philipp,Hans,Deutschland,1993-09-21T00:00:00.000Z,27,m
https://www.sport.de/ninja-warrior/pe686399/christian-harmat/,Christian Harmat,Christian,Harmat,Schweiz,1991-12-25T00:00:00.000Z,28,m
https://www.sport.de/ninja-warrior/pe708202/bastian-hauk/,Bastian Hauk,Bastian,Hauk,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708024/luana-hauptmann/,Luana Hauptmann,Luana,Hauptmann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686271/jescher-heidl/,Jescher Heidl,Jescher,Heidl,Deutschland,1993-02-17T00:00:00.000Z,27,m
https://www.sport.de/ninja-warrior/pe686272/manasse-heidl/,Manasse Heidl,Manasse,Heidl,Deutschland,1994-02-17T00:00:00.000Z,26,m
https://www.sport.de/ninja-warrior/pe708060/max-heller/,Max Heller,Max,Heller,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708153/fabio-helmrich/,Fabio Helmrich,Fabio,Helmrich,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707980/moritz-henn/,Moritz Henn,Moritz,Henn,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686413/maria-henneken/,Maria Henneken,Maria,Henneken,Deutschland,1985-09-24T00:00:00.000Z,35,w
https://www.sport.de/ninja-warrior/pe707985/noa-henschel/,Noa Henschel,Noa,Henschel,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708007/kevin-herzog/,Kevin Herzog,Kevin,Herzog,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708172/peter-heydemann/,Peter Heydemann,Peter,Heydemann,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708018/paul-hild/,Paul Hild,Paul,Hild,Deutschland,,,m
https://www.sport.de/handball/pe672295/gary-hines/,Gary Hines,Gary,Hines,Deutschland,1984-03-21T00:00:00.000Z,36,m
https://www.sport.de/ninja-warrior/pe708191/ronja-hoffmann/,Ronja Hoffmann,Ronja,Hoffmann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe707988/marcus-hofmeyer/,Marcus Hofmeyer,Marcus,Hofmeyer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708041/matthias-hojczyk/,Matthias Hojczyk,Matthias,Hojczyk,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708042/stella-holczer/,Stella Holczer,Stella,Holczer,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686678/tatjana-holz/,Tatjana Holz,Tatjana,Holz,Deutschland,1989-09-06T00:00:00.000Z,31,w
https://www.sport.de/ninja-warrior/pe686832/tobias-holz/,Tobias Holz,Tobias,Holz,Deutschland,2000-09-08T00:00:00.000Z,20,m
https://www.sport.de/ninja-warrior/pe686805/marius-holzinger/,Marius Holzinger,Marius,Holzinger,Deutschland,1999-10-01T00:00:00.000Z,21,m
https://www.sport.de/ninja-warrior/pe686153/selina-huber/,Selina Huber,Selina,Huber,Deutschland,1998-01-14T00:00:00.000Z,22,w
https://www.sport.de/ninja-warrior/pe708154/uwe-hueckmann/,Uwe Hückmann,Uwe,Hückmann,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708221/tiberius-ignat/,Tiberius Ignat,Tiberius,Ignat,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708077/dejan-jelovic/,Dejan Jelovic,Dejan,Jelovic,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708000/kristina-jost/,Kristina Jost,Kristina,Jost,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708207/philipp-juergen/,Philipp Jürgen,Philipp,Jürgen,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686791/marcel-kaeding/,Marcel Kaeding,Marcel,Kaeding,Deutschland,1988-10-28T00:00:00.000Z,32,m
https://www.sport.de/ninja-warrior/pe707969/maximilian-kaeser/,Maximilian Käser,Maximilian,Käser,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708158/michael-kastner/,Michael Kastner,Michael,Kastner,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686167/lukas-kaufmann/,Lukas Kaufmann,Lukas,Kaufmann,Deutschland,1991-06-08T00:00:00.000Z,29,m
https://www.sport.de/ninja-warrior/pe708062/waldemar-keilmann/,Waldemar Keilmann,Waldemar,Keilmann,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686743/lukas-kern/,Lukas Kern,Lukas,Kern,Deutschland,1995-06-14T00:00:00.000Z,25,m
https://www.sport.de/ninja-warrior/pe686185/lilli-kiesgen/,Lilli Kiesgen,Lilli,Kiesgen,Deutschland,1996-07-02T00:00:00.000Z,24,w
https://www.sport.de/ninja-warrior/pe708037/max-kiffmeyer/,Max Kiffmeyer,Max,Kiffmeyer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708035/dennis-kilani/,Dennis Kilani,Dennis,Kilani,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686749/lukas-kilian/,Lukas Kilian,Lukas,Kilian,Deutschland,1992-08-18T00:00:00.000Z,28,m
https://www.sport.de/ninja-warrior/pe686255/jun-kim/,Jun Kim,Jun,Kim,Deutschland,1988-05-03T00:00:00.000Z,32,m
https://www.sport.de/ninja-warrior/pe685937/christian-kirstges/,Christian Kirstges,Christian,Kirstges,Deutschland,1986-12-19T00:00:00.000Z,33,m
https://www.sport.de/ninja-warrior/pe708113/matthias-klemke/,Matthias Klemke,Matthias,Klemke,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707966/thomas-klug/,Thomas Klug,Thomas,Klug,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686804/julia-koch/,Julia Koch,Julia,Koch,Deutschland,2000-09-24T00:00:00.000Z,20,w
https://www.sport.de/ninja-warrior/pe708234/sabina-kofler/,Sabina Kofler,Sabina,Kofler,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708100/lukas-kohl/,Lukas Kohl,Lukas,Kohl,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686836/stephan-koitek/,Stephan Koitek,Stephan,Koitek,Deutschland,1989-03-14T00:00:00.000Z,31,m
https://www.sport.de/ninja-warrior/pe708145/malte-komm/,Malte Komm,Malte,Komm,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686690/jekaterina-konanchuk/,Jekaterina Konanchuk,Jekaterina,Konanchuk,Deutschland,1981-02-14T00:00:00.000Z,39,w
https://www.sport.de/ninja-warrior/pe686689/roman-konanchuk/,Roman Konanchuk,Roman,Konanchuk,Ukraine,1979-06-03T00:00:00.000Z,41,m
https://www.sport.de/ninja-warrior/pe708134/tanja-koenig/,Tanja König,Tanja,König,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686644/pascal-koronowski/,Pascal Koronowski,Pascal,Koronowski,Deutschland,1988-01-24T00:00:00.000Z,32,m
https://www.sport.de/ninja-warrior/pe686209/tim-kramer/,Tim Kramer,Tim,Kramer,Deutschland,2000-02-09T00:00:00.000Z,20,m
https://www.sport.de/ninja-warrior/pe686219/xheme-krasniqi/,Xhemë Krasniqi,Xhemë,Krasniqi,Albanien,1991-08-04T00:00:00.000Z,29,m
https://www.sport.de/ninja-warrior/pe708019/dominik-krause/,Dominik Krause,Dominik,Krause,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708103/juergen-krekel/,Jürgen Krekel,Jürgen,Krekel,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686856/joern-kroell/,Jörn Kröll,Jörn,Kröll,Deutschland,1997-02-06T00:00:00.000Z,23,m
https://www.sport.de/ninja-warrior/pe686858/krister-kroell/,Krister Kröll,Krister,Kröll,Deutschland,2000-04-04T00:00:00.000Z,20,m
https://www.sport.de/ninja-warrior/pe707963/christian-kroemer/,Christian Krömer,Christian,Krömer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708224/leon-krueckmeyer/,Leon Krückmeyer,Leon,Krückmeyer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708215/tim-kruk/,Tim Kruk,Tim,Kruk,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708181/josefine-kuhn/,Josefine Kuhn,Josefine,Kuhn,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686371/alicia-kummer/,Alicia Kummer,Alicia,Kummer,Deutschland,1988-06-24T00:00:00.000Z,32,w
https://www.sport.de/ninja-warrior/pe708136/kathrin-kunz/,Kathrin Kunz,Kathrin,Kunz,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708012/dominik-kunzler/,Dominik Kunzler,Dominik,Kunzler,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686854/ahmet-kurt/,Ahmet Kurt,Ahmet,Kurt,Deutschland,1954-01-02T00:00:00.000Z,66,m
https://www.sport.de/ninja-warrior/pe708211/francois-lagalante/,Francois Lagalante,Francois,Lagalante,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708175/manuel-langhans/,Manuel Langhans,Manuel,Langhans,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686798/benedikt-last/,Benedikt Last,Benedikt,Last,Deutschland,1994-05-28T00:00:00.000Z,26,m
https://www.sport.de/ninja-warrior/pe707962/marco-layer/,Marco Layer,Marco,Layer,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708235/annina-lehmann/,Annina Lehmann,Annina,Lehmann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708236/jasmin-lehmann/,Jasmin Lehmann,Jasmin,Lehmann,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708085/alisha-lehni/,Alisha Lehni,Alisha,Lehni,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe686359/dennis-leiber/,Dennis Leiber,Dennis,Leiber,Deutschland,1998-12-19T00:00:00.000Z,21,m
https://www.sport.de/ninja-warrior/pe686358/rainer-leiber/,Rainer Leiber,Rainer,Leiber,Deutschland,1970-10-13T00:00:00.000Z,50,m
https://www.sport.de/ninja-warrior/pe708155/johnny-lembke/,Johnny Lembke,Johnny,Lembke,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707996/miriam-leutz/,Miriam Leutz,Miriam,Leutz,Deutschland,,,w
https://www.sport.de/ninja-warrior/pe708130/thomas-libertus/,Thomas Libertus,Thomas,Libertus,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686146/mahdi-limper/,Mahdi Limper,Mahdi,Limper,Deutschland,1999-01-01T00:00:00.000Z,21,m
https://www.sport.de/ninja-warrior/pe707971/marco-lindt/,Marco Lindt,Marco,Lindt,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707974/niklas-lokietek/,Niklas Lokietek,Niklas,Lokietek,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708032/carlos-davalos-lomeli/,Carlos Davalos Lomeli,Carlos,Davalos Lomeli,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708219/ricardo-lopez-lozano/,Ricardo Lopez Lozano,Ricardo,Lopez Lozano,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708168/holger-lotz/,Holger Lotz,Holger,Lotz,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686762/marian-lotze/,Marian Lotze,Marian,Lotze,Deutschland,1995-08-16T00:00:00.000Z,25,m
https://www.sport.de/ninja-warrior/pe708015/noah-lueders/,Noah Lüders,Noah,Lüders,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708095/matthias-maag/,Matthias Maag,Matthias,Maag,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe707989/thorsten-maiser/,Thorsten Maiser,Thorsten,Maiser,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686830/markus-malle/,Markus Malle,Markus,Malle,Deutschland,1971-07-18T00:00:00.000Z,49,m
https://www.sport.de/ninja-warrior/pe686213/kim-marschner/,Kim Marschner,Kim,Marschner,Deutschland,1998-01-28T00:00:00.000Z,22,w
https://www.sport.de/ninja-warrior/pe708112/angelo-matimbe/,Angelo Matimbe,Angelo,Matimbe,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe708106/roy-matthey/,Roy Matthey,Roy,Matthey,Deutschland,,,m
https://www.sport.de/ninja-warrior/pe686179/joel-mattli/,Joel Mattli,Joel,Mattli,Schweiz,1994-04-24T00:00:00.000Z,26,m
